,coal,natural gas,petroleum,solar,hydro,wind
20190202T16Z,1343,58,60,0,478,98
20190202T15Z,1340,58,61,0,471,106
20190202T14Z,1337,53,61,0,463,106
20190202T13Z,1258,21,62,0,463,114
20190202T12Z,1150,15,61,0,461,134
20190202T11Z,1145,37,60,0,466,162
20190202T10Z,1147,58,61,0,460,171
20190202T09Z,1185,57,59,0,463,171
20190202T08Z,1335,76,60,0,464,189
20190202T07Z,1341,84,61,0,462,162
20190202T06Z,1360,74,57,0,465,138
20190202T05Z,1356,59,58,0,461,169
20190202T04Z,1328,73,60,0,457,169
20190202T03Z,1362,87,61,0,461,161
20190202T02Z,1357,88,60,0,459,161
20190202T01Z,1363,57,61,0,458,197
20190202T00Z,1361,67,61,0,447,152
20190201T23Z,1362,74,59,3,446,125
20190201T22Z,1360,65,60,5,449,183
20190201T21Z,1350,57,61,6,450,226
20190201T20Z,1346,87,60,6,448,198
20190201T19Z,1349,74,58,6,447,179
20190201T18Z,1341,76,59,6,447,177
20190201T17Z,1353,72,59,4,456,229
20190201T16Z,1353,57,60,0,453,226
20190201T15Z,1343,58,61,0,455,270
20190201T14Z,1359,57,60,0,451,216
20190201T13Z,1362,62,59,0,451,202
20190201T12Z,1325,76,57,0,448,170
20190201T11Z,1153,76,58,0,452,167
20190201T10Z,1146,53,59,0,451,185
20190201T09Z,1146,46,60,0,446,239
20190201T08Z,1187,36,59,0,448,290
20190131T07Z,1525,17,59,0,424,247
20190131T06Z,1814,5,59,0,426,291
20190131T05Z,2082,6,58,0,426,322
20190131T04Z,2091,5,58,0,421,312
20190131T03Z,2090,41,57,0,432,338
20190131T02Z,2088,32,60,0,426,344
20190131T01Z,2080,6,59,0,432,325
20190131T00Z,2086,6,59,0,424,318
20190130T23Z,2086,5,59,5,425,329
20190130T22Z,2085,10,61,5,425,311
20190130T21Z,2086,23,60,6,430,316
20190130T20Z,2085,23,60,3,432,305
20190130T19Z,2084,24,59,2,435,315
20190130T18Z,2089,21,59,1,433,317
20190130T17Z,2089,30,60,1,449,306
20190130T16Z,2092,40,59,0,444,295
20190130T15Z,2086,44,59,0,447,317
20190130T14Z,2083,62,61,0,440,323
20190130T13Z,2086,59,60,0,436,322
20190130T12Z,2086,59,58,0,441,324
20190130T11Z,2088,59,60,0,440,312
20190130T10Z,2076,59,59,0,438,312
20190130T09Z,2089,52,59,0,442,300
20190130T08Z,2090,7,60,0,442,292
20190130T07Z,2083,56,61,0,444,215
20190130T06Z,2084,75,59,0,447,114
20190130T05Z,2086,75,60,0,446,121
20190130T04Z,2063,58,59,0,445,170
20190130T03Z,2075,78,60,0,455,148
20190130T02Z,2070,107,60,0,457,95
20190130T01Z,2079,103,60,0,461,66
20190130T00Z,2071,58,60,0,452,45
20190129T23Z,2075,71,59,8,447,34
20190129T22Z,2066,64,59,9,456,40
20190129T21Z,2070,72,59,9,456,54
20190129T20Z,2064,60,59,8,452,98
20190129T19Z,2060,69,60,10,455,125
20190129T18Z,2061,54,61,9,457,129
20190129T17Z,2060,53,59,5,464,163
20190129T16Z,2050,59,59,1,465,177
20190129T15Z,2064,59,60,0,465,178
20190129T14Z,2035,59,61,0,461,205
20190129T13Z,1933,58,62,0,457,192
20190129T12Z,1927,59,61,0,464,191
20190129T11Z,1921,75,61,0,457,151
20190129T10Z,1921,75,61,0,460,153
20190129T09Z,1935,66,61,0,463,176
20190129T08Z,2075,91,61,0,461,185
20190129T07Z,2094,92,59,0,463,174
20190129T06Z,2086,64,60,0,462,159
20190129T05Z,2082,60,60,0,462,143
20190129T04Z,2083,60,61,0,458,165
20190129T03Z,2084,58,60,0,472,168
20190129T02Z,2086,73,61,0,472,170
20190129T01Z,2083,58,59,0,469,189
20190129T00Z,2081,58,59,0,458,206
20190128T23Z,2094,47,60,6,448,216
20190128T22Z,2082,44,58,7,463,225
20190128T21Z,2087,47,60,8,456,218
20190128T20Z,2075,47,59,8,459,198
20190128T19Z,2074,45,60,8,453,208
20190128T18Z,2072,47,59,7,455,216
20190128T17Z,2073,46,59,4,463,206
20190128T16Z,2070,49,60,0,462,192
20190128T15Z,2084,59,55,0,460,221
20190128T14Z,2064,53,61,0,453,259
20190128T13Z,2047,23,60,0,453,274
20190128T12Z,2021,13,60,0,453,288
20190128T11Z,2024,15,60,0,451,300
20190128T10Z,2023,10,60,0,454,280
20190128T09Z,2029,8,60,0,454,274
20190128T08Z,2055,6,61,0,457,297
20190128T07Z,2075,12,61,0,460,316
20190128T06Z,2068,22,59,0,459,315
20190128T05Z,2072,51,60,0,463,305
20190128T04Z,2074,67,60,0,465,269
20190128T03Z,2071,69,60,0,476,261
20190128T02Z,2070,115,62,0,473,278
20190128T01Z,2070,105,60,0,477,299
20190128T00Z,2071,45,60,0,468,320
20190127T23Z,2082,48,59,0,463,324
20190127T22Z,2071,54,59,0,463,317
20190127T21Z,2073,48,60,0,462,284
20190127T20Z,2072,56,60,4,466,271
20190127T19Z,2072,52,60,5,463,239
20190127T18Z,2069,40,60,1,465,297
20190127T17Z,2070,39,60,0,469,279
20190127T16Z,2070,39,61,0,468,253
20190127T15Z,2075,40,61,0,474,266
20190127T14Z,1976,51,61,0,462,283
20190127T13Z,1899,51,61,0,460,270
20190127T12Z,1895,69,61,0,460,269
20190127T11Z,1910,63,61,0,459,249
20190127T10Z,1938,55,60,0,461,273
20190127T09Z,1984,39,61,0,457,280
20190127T08Z,2120,5,60,0,458,316
20190127T07Z,2127,5,61,0,457,326
20190127T06Z,2148,5,60,0,458,339
20190127T05Z,2151,7,60,0,459,346
20190127T04Z,2158,9,59,0,456,341
20190127T03Z,2154,13,60,0,461,339
20190127T02Z,2159,22,60,0,462,331
20190127T01Z,2156,15,60,0,462,343
20190127T00Z,2159,8,59,0,453,352
20190126T23Z,2159,5,59,6,448,361
20190126T22Z,2164,5,58,6,448,354
20190126T21Z,2161,6,59,7,444,356
20190126T20Z,2150,5,59,9,443,361
20190126T19Z,2102,5,60,9,443,358
20190126T18Z,2109,5,61,8,439,354
20190126T17Z,2117,4,60,6,445,350
20190126T16Z,2157,5,61,0,448,359
20190126T15Z,2162,5,61,0,443,355
20190126T14Z,2128,6,61,0,434,348
20190126T13Z,2120,5,61,0,435,343
20190126T12Z,2118,5,61,0,426,342
20190126T11Z,2119,5,60,0,423,351
20190126T10Z,2116,6,61,0,421,345
20190126T09Z,2121,7,60,0,416,349
20190126T08Z,2112,6,61,0,414,350
20190126T07Z,2115,7,60,0,412,352
20190126T06Z,2123,5,60,0,416,341
20190126T05Z,2121,19,59,0,411,338
20190126T04Z,2128,52,60,0,415,300
20190126T03Z,2120,94,61,0,419,237
20190126T02Z,2124,117,60,0,422,181
20190126T01Z,2119,113,59,0,424,202
20190126T00Z,2129,107,59,0,414,215
20190125T23Z,2132,78,59,4,414,137
20190125T22Z,2140,72,59,6,414,185
20190125T21Z,2130,75,59,6,413,189
20190125T20Z,2133,65,60,6,411,249
20190125T19Z,2134,67,60,4,412,301
20190125T18Z,2131,73,59,2,408,290
20190125T17Z,2128,75,60,0,414,308
20190125T16Z,2134,65,60,0,413,331
20190125T15Z,2134,63,60,0,414,345
20190125T14Z,2125,57,60,0,403,335
20190125T13Z,2067,65,60,0,403,341
20190125T12Z,2039,54,61,0,400,351
20190125T11Z,2039,18,60,0,406,360
20190125T10Z,2038,21,59,0,404,362
20190125T09Z,2039,9,59,0,408,360
20190125T08Z,2116,6,59,0,409,363
20190125T07Z,2117,5,60,0,409,356
20190125T06Z,2111,19,60,0,417,336
20190125T05Z,2103,69,59,0,416,210
20190125T04Z,2108,70,60,0,419,218
20190125T03Z,2056,55,60,0,429,239
20190125T02Z,2052,56,61,0,428,306
20190125T01Z,2052,58,61,0,429,310
20190125T00Z,2054,58,61,0,421,299
20190124T23Z,2031,58,59,1,419,266
20190124T22Z,1983,57,61,2,426,284
20190124T21Z,1982,66,59,1,422,247
20190124T20Z,1980,67,60,1,424,223
20190124T19Z,2066,57,60,2,422,247
20190124T18Z,2084,58,60,2,427,253
20190124T17Z,2078,76,61,1,421,225
20190124T16Z,2079,134,61,0,419,166
20190124T15Z,2195,121,60,0,420,128
20190124T14Z,2196,108,61,0,421,109
20190124T13Z,2205,108,60,0,412,81
20190124T12Z,2156,123,61,0,423,65
20190124T11Z,2158,67,60,0,415,69
20190124T10Z,2107,22,58,0,418,166
20190124T09Z,2105,17,59,0,420,211
20190124T08Z,2117,72,60,0,416,228
20190124T07Z,2116,73,60,0,424,237
20190124T06Z,2198,73,59,0,418,225
20190124T05Z,2209,53,60,0,419,235
20190124T04Z,2203,10,59,0,421,274
20190124T03Z,2203,5,60,0,428,300
20190124T02Z,2202,5,61,0,429,306
20190124T01Z,2200,7,61,0,429,301
20190124T00Z,2205,5,60,0,419,270
20190123T23Z,2199,6,60,0,421,228
20190123T22Z,2195,16,59,1,421,253
20190123T21Z,2200,63,60,2,425,219
20190123T20Z,2196,75,60,1,425,162
20190123T19Z,2194,75,60,1,425,162
20190123T18Z,2184,49,60,0,427,145
20190123T17Z,2182,30,58,0,437,191
20190123T16Z,2185,29,60,0,437,240
20190123T15Z,2195,37,60,0,434,263
20190123T14Z,2192,74,61,0,431,269
20190123T13Z,2136,19,60,0,427,306
20190123T12Z,2119,13,60,0,424,334
20190123T11Z,2119,6,59,0,425,346
20190123T10Z,2113,5,59,0,430,327
20190123T09Z,1995,13,60,0,428,323
20190123T08Z,2013,8,60,0,429,332
20190123T07Z,2137,5,60,0,432,349
20190123T06Z,2183,9,60,0,427,333
20190123T05Z,2192,58,60,0,432,329
20190123T04Z,2184,57,59,0,431,327
20190123T03Z,2171,32,60,0,436,331
20190123T02Z,2152,35,61,0,436,331
20190123T01Z,2098,22,61,0,436,356
20190123T00Z,2098,23,61,0,425,362
20190122T23Z,2130,17,59,1,427,354
20190122T22Z,2194,17,61,1,436,343
20190122T21Z,2193,17,60,2,431,332
20190122T20Z,2188,18,61,2,432,317
20190122T19Z,2186,17,60,1,437,303
20190122T18Z,2165,18,62,1,436,304
20190122T17Z,2179,18,58,0,443,308
20190122T16Z,2191,26,55,0,447,306
20190122T15Z,2219,58,60,0,446,321
20190122T14Z,2202,59,61,0,439,325
20190122T13Z,2159,60,59,0,437,261
20190122T12Z,2095,75,60,0,437,183
20190122T11Z,1992,75,59,0,442,154
20190122T10Z,1983,67,59,0,437,157
20190122T09Z,1981,60,59,0,443,166
20190122T08Z,2012,59,62,0,435,148
20190122T07Z,2194,64,61,0,441,121
20190122T06Z,2218,73,60,0,437,114
20190122T05Z,2215,75,60,0,441,137
20190122T04Z,2228,58,59,0,438,174
20190122T03Z,2227,59,60,0,447,228
20190122T02Z,2230,62,62,0,441,229
20190122T01Z,2228,66,61,0,427,238
20190122T00Z,2228,71,61,0,420,251
20190121T23Z,2211,63,60,0,405,279
20190121T22Z,2218,60,60,1,402,270
20190121T21Z,2228,69,60,1,402,278
20190121T20Z,2209,67,60,1,412,270
20190121T19Z,2230,59,61,0,424,290
20190121T18Z,2220,58,58,0,421,288
20190121T17Z,2220,57,59,0,400,252
20190121T16Z,2220,59,61,0,439,249
20190121T15Z,2213,58,61,0,452,255
20190121T14Z,2235,58,59,0,457,275
20190121T13Z,2233,57,60,0,462,228
20190121T12Z,2239,58,59,0,458,114
20190121T11Z,2237,58,60,0,457,66
20190121T10Z,2235,58,60,0,460,25
20190121T09Z,2230,59,59,0,458,16
20190121T08Z,2229,57,60,0,457,11
20190121T07Z,2225,64,61,0,460,4
20190121T06Z,2229,58,60,0,459,8
20190121T05Z,2233,58,59,0,455,16
20190121T04Z,2237,57,60,0,459,18
20190121T03Z,2230,58,60,0,465,40
20190121T02Z,2231,98,59,0,464,76
20190121T01Z,2227,58,60,0,463,78
20190121T00Z,2229,58,60,0,454,86
20190120T23Z,2233,69,60,0,454,52
20190120T22Z,2229,73,60,0,455,39
20190120T21Z,2235,73,59,0,451,41
20190120T20Z,2240,76,59,1,445,39
20190120T19Z,2233,64,60,1,449,32
20190120T18Z,2230,69,59,2,447,32
20190120T17Z,2229,76,59,1,455,15
20190120T16Z,2231,74,56,0,453,21
20190120T15Z,2203,73,61,0,457,47
20190120T14Z,2232,64,60,0,442,76
20190120T13Z,2232,59,61,0,444,112
20190120T12Z,2242,72,60,0,433,86
20190120T11Z,2195,75,59,0,418,126
20190120T10Z,2201,57,60,0,438,206
20190120T09Z,2206,58,59,0,431,256
20190120T08Z,2219,54,58,0,432,235
20190120T07Z,2217,57,59,0,430,235
20190120T06Z,2222,59,58,0,428,289
20190120T05Z,2224,57,59,0,426,317
20190120T04Z,2229,58,58,0,426,331
20190120T03Z,2216,58,60,0,434,298
20190120T02Z,2222,54,61,0,431,242
20190120T01Z,2224,58,60,0,422,289
20190120T00Z,2223,58,61,0,416,235
20190119T23Z,2224,47,60,0,410,271
20190119T22Z,2225,26,58,3,413,254
20190119T21Z,2223,22,59,5,411,257
20190119T20Z,2229,23,60,5,408,291
20190119T19Z,2222,48,60,3,412,318
20190119T18Z,2223,69,60,4,416,335
20190119T17Z,2225,65,60,2,424,311
20190119T16Z,2214,57,61,0,422,330
20190119T15Z,2171,59,60,0,433,337
20190119T14Z,2172,57,60,0,424,307
20190119T13Z,2153,72,61,0,424,213
20190119T12Z,2150,76,60,0,424,212
20190119T11Z,2209,27,60,0,425,208
20190119T10Z,2240,23,60,0,423,216
20190119T09Z,2238,20,59,0,427,257
20190119T08Z,2231,22,61,0,419,286
20190119T07Z,2230,41,59,0,429,280
20190119T06Z,2230,46,58,0,424,282
20190119T05Z,2228,45,59,0,420,327
20190119T04Z,2226,72,60,0,423,264
20190119T03Z,2238,58,61,0,431,284
20190119T02Z,2235,58,61,0,428,315
20190119T01Z,2230,57,60,0,427,307
20190119T00Z,2221,59,60,0,415,265
20190118T23Z,2226,57,61,1,409,236
20190118T22Z,2221,57,59,1,405,238
20190118T21Z,2221,59,60,2,401,200
20190118T20Z,2222,58,61,2,398,135
20190118T19Z,2229,57,61,2,401,136
20190118T18Z,2224,57,60,1,399,118
20190118T17Z,2223,58,60,0,407,93
20190118T16Z,2225,56,61,0,408,87
20190118T15Z,2224,58,62,0,413,58
20190118T14Z,2202,57,61,0,410,56
20190118T13Z,2200,58,61,0,409,56
20190118T12Z,2197,59,61,0,408,40
20190118T11Z,2200,58,58,0,412,28
20190118T10Z,2196,57,59,0,415,23
20190118T09Z,2173,57,59,0,411,14
20190118T08Z,2196,65,61,0,413,2
20190118T07Z,2190,143,61,0,415,2
20190118T06Z,2200,75,60,0,409,4
20190118T05Z,2204,128,59,0,411,0
20190118T04Z,2211,132,59,0,414,0
20190118T03Z,2219,152,62,0,421,-3
20190118T02Z,2212,150,61,0,419,0
20190118T01Z,2186,153,59,0,414,2
20190118T00Z,2182,149,59,0,407,3
20190117T23Z,2150,108,60,0,412,5
20190117T22Z,2173,106,59,0,406,4
20190117T21Z,2187,108,60,0,405,2
20190117T20Z,2185,167,60,1,413,2
20190117T19Z,2189,169,60,0,411,3
20190117T18Z,2186,158,61,0,409,13
20190117T17Z,2186,143,61,0,415,26
20190117T16Z,2186,127,60,0,419,35
20190117T15Z,2188,128,61,0,422,50
20190117T14Z,2183,128,62,0,420,94
20190117T13Z,2206,64,61,0,423,94
20190117T12Z,2208,58,61,0,427,84
20190117T11Z,2212,59,61,0,430,84
20190117T10Z,2206,60,61,0,432,65
20190117T09Z,2202,75,61,0,438,72
20190117T08Z,2213,71,61,0,433,68
20190117T07Z,2218,68,61,0,432,78
20190117T06Z,2206,68,61,0,436,76
20190117T05Z,2204,141,60,0,432,89
20190117T04Z,2210,156,59,0,431,63
20190117T03Z,2221,156,61,0,436,27
20190117T02Z,2220,166,61,0,440,29
20190117T01Z,2223,157,60,0,440,33
20190117T00Z,2220,155,60,0,431,50
20190116T23Z,2220,145,61,4,428,93
20190116T22Z,2223,133,61,6,428,136
20190116T21Z,2223,137,60,7,427,158
20190116T20Z,2223,137,61,6,429,134
20190116T19Z,2224,130,61,6,425,100
20190116T18Z,2225,130,61,9,436,75
20190116T17Z,2218,146,61,4,436,111
20190116T16Z,2215,156,60,0,428,124
20190116T15Z,2204,157,60,0,427,88
20190116T14Z,2216,157,61,0,422,48
20190116T13Z,2217,159,60,0,425,47
20190116T12Z,2213,155,60,0,431,51
20190116T11Z,2208,158,60,0,434,47
20190116T10Z,2205,172,59,0,431,42
20190116T09Z,2207,169,59,0,434,42
20190116T08Z,2213,155,60,0,434,54
20190116T07Z,2206,159,60,0,438,46
20190116T06Z,2206,156,60,0,442,15
20190116T05Z,2210,156,59,0,445,9
20190116T04Z,2215,155,59,0,447,16
20190116T03Z,2176,155,60,0,446,24
20190116T02Z,2156,156,60,0,447,36
20190116T01Z,2107,154,61,0,446,57
20190116T00Z,2096,156,60,0,438,60
20190115T23Z,2078,155,60,1,435,53
20190115T22Z,2079,157,60,6,429,41
20190115T21Z,2076,161,61,7,417,26
20190115T20Z,2081,150,60,6,421,24
20190115T19Z,2084,148,60,8,416,39
20190115T18Z,2088,154,60,7,423,29
20190115T17Z,2081,172,60,5,427,21
20190115T16Z,2085,172,60,0,431,33
20190115T15Z,2086,130,61,0,438,81
20190115T14Z,2084,113,61,0,430,109
20190115T13Z,2108,64,61,0,432,181
20190115T12Z,2109,59,60,0,434,197
20190115T11Z,2118,60,61,0,438,210
20190115T10Z,2121,65,61,0,440,188
20190115T09Z,2114,55,61,0,435,165
20190115T08Z,2112,108,61,0,440,163
20190115T07Z,2112,108,60,0,443,127
20190115T06Z,2119,108,58,0,449,120
20190115T05Z,2117,90,59,0,455,106
20190115T04Z,2111,97,60,0,452,100
20190115T03Z,2106,97,60,0,454,100
20190115T02Z,2125,111,61,0,454,92
20190115T01Z,2126,112,61,0,454,111
20190115T00Z,2120,123,62,0,444,83
20190114T23Z,2127,121,60,6,441,79
20190114T22Z,2124,122,61,10,441,84
20190114T21Z,2113,136,60,10,443,64
20190114T20Z,2109,118,61,6,437,46
20190114T19Z,2119,94,60,10,428,55
20190114T18Z,2133,82,60,10,440,79
20190114T17Z,2122,84,61,6,445,104
20190114T16Z,2119,95,59,0,457,108
20190114T15Z,2124,75,60,0,455,116
20190114T14Z,2117,73,61,0,449,111
20190114T13Z,2123,56,61,0,447,151
20190114T12Z,2111,7,60,0,453,203
20190114T11Z,2114,21,60,0,449,163
20190114T10Z,2122,20,58,0,448,160
20190114T09Z,2115,8,60,0,453,174
20190114T08Z,2128,7,60,0,450,171
20190114T07Z,2127,48,60,0,451,157
20190114T06Z,2126,73,60,0,458,127
20190114T05Z,2123,89,60,0,459,104
20190114T04Z,2127,98,60,0,460,86
20190114T03Z,2130,86,61,0,458,96
20190114T02Z,2131,97,61,0,458,94
20190114T01Z,2129,89,61,0,458,87
20190114T00Z,2120,82,61,0,451,87
20190113T23Z,2123,80,61,5,450,59
20190113T22Z,2122,76,60,10,452,43
20190113T21Z,2121,74,61,9,450,47
20190113T20Z,2126,76,61,6,449,66
20190113T19Z,2122,74,60,11,449,87
20190113T18Z,2118,61,60,10,459,89
20190113T17Z,2119,58,59,6,461,104
20190113T16Z,2109,54,60,0,453,114
20190113T15Z,2110,52,60,0,463,115
20190113T14Z,2110,54,61,0,452,92
20190113T13Z,2110,67,61,0,453,88
20190113T12Z,2111,70,60,0,453,94
20190113T11Z,2109,73,58,0,450,116
20190113T10Z,2114,74,59,0,451,112
20190113T09Z,2106,59,59,0,449,113
20190113T08Z,2117,61,61,0,463,120
20190113T07Z,2116,73,59,0,459,109
20190113T06Z,2119,60,60,0,468,118
20190113T05Z,2119,59,59,0,469,127
20190113T04Z,2116,72,58,0,469,121
20190113T03Z,2091,112,60,0,470,97
20190113T02Z,2118,130,61,0,461,82
20190113T01Z,2123,125,61,0,463,79
20190113T00Z,2115,61,60,0,464,64
20190112T23Z,2114,21,61,4,462,59
20190112T22Z,2119,17,60,9,464,69
20190112T21Z,2117,13,61,9,465,91
20190112T20Z,2117,58,60,6,463,115
20190112T19Z,2114,59,59,7,460,115
20190112T18Z,2113,58,61,9,474,125
20190112T17Z,2119,59,59,6,472,140
20190112T16Z,2113,58,59,0,474,145
20190112T15Z,2121,59,59,0,471,153
20190112T14Z,2117,60,60,0,464,171
20190112T13Z,2121,59,61,0,466,167
20190112T12Z,2121,64,59,0,461,173
20190112T11Z,2116,118,59,0,464,159
20190112T10Z,2117,79,59,0,465,177
20190112T09Z,2124,49,59,0,463,187
20190112T08Z,2105,23,60,0,464,206
20190112T07Z,2107,23,61,0,464,188
20190112T06Z,2108,21,61,0,469,193
20190112T05Z,2103,60,62,0,469,191
20190112T04Z,2106,58,60,0,470,183
20190112T03Z,2110,57,60,0,471,203
20190112T02Z,2115,59,61,0,469,194
20190112T01Z,2115,52,60,0,470,175
20190112T00Z,2112,25,59,0,463,143
20190111T23Z,2111,19,60,5,459,128
20190111T22Z,2099,13,60,10,464,135
20190111T21Z,2107,5,59,9,462,152
20190111T20Z,2087,46,60,6,462,161
20190111T19Z,2093,55,60,8,462,139
20190111T18Z,2115,53,58,10,471,96
20190111T17Z,2118,18,57,6,473,109
20190111T16Z,2109,22,60,0,480,147
20190111T15Z,2076,6,60,0,478,218
20190111T14Z,2083,5,61,0,470,223
20190111T13Z,2058,6,61,0,472,210
20190111T12Z,2058,6,61,0,468,218
20190111T11Z,2056,5,61,0,471,202
20190111T10Z,2056,7,61,0,472,190
20190111T09Z,2069,15,60,0,469,166
20190111T08Z,2082,21,62,0,473,173
20190111T07Z,2117,22,62,0,470,219
20190111T06Z,2128,15,60,0,485,228
20190111T05Z,2130,5,61,0,481,313
20190111T04Z,2169,6,61,0,486,290
20190111T03Z,2154,6,61,0,482,279
20190111T02Z,2155,12,61,0,480,288
20190111T01Z,2153,5,60,0,483,299
20190111T00Z,2159,9,60,0,471,302
20190110T23Z,2142,7,60,0,468,326
20190110T22Z,2137,5,60,8,466,335
20190110T21Z,2122,5,59,6,464,308
20190110T20Z,2119,7,60,5,466,250
20190110T19Z,2100,23,59,5,466,203
20190110T18Z,2108,23,60,3,477,180
20190110T17Z,2109,45,60,1,474,181
20190110T16Z,2096,45,60,0,473,185
20190110T15Z,1985,46,60,0,477,191
20190110T14Z,1942,32,60,0,466,216
20190110T13Z,1940,11,60,0,468,259
20190110T12Z,1938,5,60,0,465,260
20190110T11Z,1914,8,60,0,466,246
20190110T10Z,1771,22,60,0,462,192
20190110T09Z,1550,22,59,0,469,218
20190110T08Z,1529,14,59,0,464,242
20190110T07Z,1533,13,59,0,459,244
20190110T06Z,1424,10,61,0,471,215
20190110T05Z,1427,48,60,0,467,219
20190110T04Z,1427,61,60,0,466,218
20190110T03Z,1429,58,61,0,460,204
20190110T02Z,1424,74,60,0,462,201
20190110T01Z,1427,80,60,0,460,195
20190110T00Z,1434,80,60,0,452,146
20190109T23Z,1433,57,59,2,448,100
20190109T22Z,1431,57,59,5,447,98
20190109T21Z,1432,102,60,7,436,88
20190109T20Z,1431,126,60,6,429,76
20190109T19Z,1434,138,59,7,424,63
20190109T18Z,1401,148,60,4,438,65
20190109T17Z,1403,143,60,2,438,62
20190109T16Z,1437,106,61,0,440,74
20190109T15Z,1434,150,61,0,443,65
20190109T14Z,1434,156,62,0,434,46
20190109T13Z,1430,127,61,0,436,53
20190109T12Z,1432,99,61,0,438,36
20190109T11Z,1430,104,61,0,440,28
20190109T10Z,1429,74,60,0,444,18
20190109T09Z,1430,97,60,0,450,18
20190109T08Z,1412,163,61,0,453,18
20190109T07Z,1574,165,62,0,452,16
20190109T06Z,1886,132,60,0,460,32
20190109T05Z,1974,130,61,0,468,62
20190109T04Z,2125,128,59,0,457,87
20190109T03Z,2122,121,61,0,466,93
20190109T02Z,2148,149,61,0,460,100
20190109T01Z,2172,165,60,0,464,75
20190109T00Z,2168,143,60,0,453,20
20190108T23Z,2160,84,60,3,454,34
20190108T22Z,2144,75,60,6,457,54
20190108T21Z,2143,72,60,6,448,106
20190108T20Z,2144,59,61,6,448,177
20190108T19Z,2143,60,60,8,446,178
20190108T18Z,2141,76,58,10,454,158
20190108T17Z,2145,75,59,7,461,162
20190108T16Z,2132,45,61,0,463,214
20190108T15Z,2153,6,61,0,469,311
20190108T14Z,2153,13,61,0,465,330
20190108T13Z,2127,7,60,0,463,336
20190108T12Z,2098,19,60,0,465,334
20190108T11Z,2099,6,61,0,464,341
20190108T10Z,2102,6,60,0,464,340
20190108T09Z,2099,8,61,0,463,333
20190108T08Z,2020,7,60,0,466,344
20190108T07Z,2017,11,60,0,467,352
20190108T06Z,2078,6,59,0,476,352
20190108T05Z,2118,6,59,0,474,355
20190108T04Z,2108,6,59,0,477,355
20190108T03Z,2048,6,61,0,478,357
20190108T02Z,1967,10,60,0,477,355
20190108T01Z,1896,16,60,0,481,356
20190108T00Z,1842,12,59,0,469,351
20190107T23Z,1870,7,57,2,472,335
20190107T22Z,1849,37,60,4,465,308
20190107T21Z,1850,22,60,5,462,316
20190107T20Z,1847,22,59,5,475,324
20190107T19Z,1751,7,60,4,470,331
20190107T18Z,1828,6,59,4,472,329
20190107T17Z,1735,6,60,1,478,295
20190107T16Z,1840,45,60,0,472,213
20190107T15Z,1854,57,60,0,471,136
20190107T14Z,1850,58,61,0,474,156
20190107T13Z,1853,61,61,0,478,90
20190107T12Z,1834,59,60,0,478,86
20190107T11Z,1676,7,61,0,478,111
20190107T10Z,1664,6,60,0,478,143
20190107T09Z,1675,22,62,0,482,151
20190107T08Z,1693,23,60,0,478,171
20190107T07Z,1851,11,61,0,480,200
20190107T06Z,1847,5,61,0,494,250
20190107T05Z,1834,11,59,0,492,278
20190107T04Z,1845,16,60,0,494,281
20190107T03Z,1846,18,61,0,496,246
20190107T02Z,1855,33,61,0,499,198
20190107T01Z,1856,30,61,0,497,284
20190107T00Z,1856,20,60,0,500,345
20190106T23Z,1857,6,61,1,495,356
20190106T22Z,1855,6,60,6,494,352
20190106T21Z,1851,5,61,8,493,352
20190106T20Z,1848,5,61,6,492,343
20190106T19Z,1838,31,60,6,495,263
20190106T18Z,1837,63,59,7,481,168
20190106T17Z,1837,31,59,1,492,153
20190106T16Z,1839,23,60,0,494,183
20190106T15Z,1842,10,61,0,496,239
20190106T14Z,1778,6,61,0,493,270
20190106T13Z,1596,17,62,0,495,246
20190106T12Z,1660,22,60,0,498,190
20190106T11Z,1798,7,60,0,498,154
20190106T10Z,1832,5,60,0,503,161
20190106T09Z,1822,5,61,0,499,127
20190106T08Z,1838,5,61,0,498,83
20190106T07Z,1810,8,61,0,501,65
20190106T06Z,1813,17,60,0,510,39
20190106T05Z,1811,6,59,0,510,66
20190106T04Z,1813,57,59,0,512,87
20190106T03Z,1818,58,60,0,510,83
20190106T02Z,1825,56,61,0,510,83
20190106T01Z,1823,56,60,0,512,84
20190106T00Z,1820,58,60,0,513,47
20190105T23Z,1821,57,59,1,512,25
20190105T22Z,1822,58,60,5,511,3
20190105T21Z,1821,57,59,7,511,8
20190105T20Z,1820,56,61,6,515,4
20190105T19Z,1820,58,60,7,516,8
20190105T18Z,1820,57,60,7,512,15
20190105T17Z,1822,58,60,2,519,13
20190105T16Z,1824,19,60,0,518,18
20190105T15Z,1826,8,61,0,516,35
20190105T14Z,1832,22,60,0,510,36
20190105T13Z,1826,22,61,0,510,55
20190105T12Z,1947,5,61,0,512,91
20190105T11Z,2069,6,61,0,509,149
20190105T10Z,2074,22,62,0,509,133
20190105T09Z,2073,23,61,0,512,162
20190105T08Z,2066,21,61,0,509,249
20190105T07Z,2060,23,61,0,511,293
20190105T06Z,2115,23,59,0,515,302
20190105T05Z,2107,6,59,0,517,307
20190105T04Z,2109,4,58,0,516,319
20190105T03Z,2084,29,61,0,515,299
20190105T02Z,2070,40,61,0,518,285
20190105T01Z,2101,40,60,0,514,284
20190105T00Z,2101,41,61,0,511,253
